Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
119	-2.121547	23.606737	61.0	-62.0	27.541437	0.44386816	10.124405	35.262363	-38.330044	600000	5.722046e-10	193.98642	-0.029517038	-53.369064	0.18629543	0.013258331	0.101	79.0	782.1406879425049
120	-0.24581006	26.974348	74.0	-101.0	27.832403	0.37574962	9.7015705	32.970154	-40.901146	605000	-8.773804e-09	235.18695	-0.026083939	-69.30278	0.17664176	0.006602145	0.0868	79.0	789.9157078266144
121	-1.1135135	27.033974	85.0	-78.0	26.956757	-0.11062745	10.164099	28.419163	-45.457058	610000	3.4332275e-09	249.05396	-0.026483506	-65.26451	0.18380205	0.010816402	0.0938	79.0	798.2914400100708
122	-2.792746	24.803654	61.0	-91.0	25.823833	-1.1610113	9.841435	42.070957	-37.068466	615000	2.670288e-09	195.89767	-0.024028353	-49.442703	0.16022198	0.0077096955	0.0794	79.0	806.0998606681824
123	-0.64324325	24.635994	83.0	-68.0	27.021622	-0.9871441	9.651512	35.02899	-31.03848	620000	7.6293943e-10	217.50713	-0.024522845	-61.40555	0.17436667	0.005692291	0.0832	79.0	813.8838424682617
124	-3.7555556	25.396769	56.0	-86.0	27.705555	-0.39639097	10.364163	39.013214	-44.93307	625000	-8.869171e-09	215.33783	-0.024233881	-59.721786	0.18229124	0.0122490935	0.0864	79.0	822.5502481460571
125	-4.1842103	24.004665	59.0	-75.0	26.157894	-0.93349737	9.788904	35.517776	-34.72481	630000	8.106232e-09	190.71565	-0.025299244	-42.558838	0.17385979	0.014193022	0.0822	79.0	830.8280813694
126	-0.21761657	24.470438	54.0	-94.0	25.844559	-2.2274132	9.277483	30.833117	-61.04254	635000	-7.820129e-09	207.80821	-0.023494119	-52.84529	0.16763128	0.006794522	0.0814	79.0	839.6468667984009
127	-4.5414367	24.153622	51.0	-87.0	27.618784	-0.8998125	9.607091	36.72448	-49.933388	640000	5.722046e-10	213.80914	-0.02556608	-58.790024	0.16411103	0.0067641875	0.0908	79.0	847.7825400829315
128	-1.7297298	23.78672	79.0	-81.0	26.978378	-1.8290144	10.266541	36.90685	-54.05614	645000	-4.005432e-09	227.76006	-0.023652064	-75.775024	0.16327879	0.015153667	0.095	55.0	855.6800081729889
129	-3.4816754	24.434084	61.0	-72.0	26.09424	-1.2750434	9.132807	32.097157	-43.29025	650000	1.0585785e-08	203.12238	-0.026041958	-62.957687	0.16418439	0.009126588	0.081	79.0	863.454451084137
130	-0.6216216	22.35627	51.0	-56.0	26.994595	-0.6364203	9.824938	29.80839	-39.743298	655000	-2.9563905e-09	194.79794	-0.027650362	-45.65184	0.17502676	0.013752649	0.102	79.0	871.3642303943634
131	-1.9297297	23.4484	48.0	-79.0	26.854053	-0.2409795	8.99445	24.191349	-36.770565	660000	-2.861023e-10	199.53003	-0.024399197	-48.475677	0.17289458	0.0087180445	0.0858	79.0	879.4722762107849
132	-3.1467392	27.263313	60.0	-71.0	27.059782	-1.0798591	9.839186	31.822302	-32.382156	665000	-5.865097e-09	227.92288	-0.026517022	-60.078064	0.16285156	0.0098374775	0.0874	79.0	887.7602033615112
133	-1.5524862	27.059048	76.0	-106.0	27.585636	-2.3172603	11.198552	26.638773	-69.60364	670000	-2.4795532e-09	283.8733	-0.022547211	-104.17136	0.1734695	0.012964395	0.0864	79.0	896.1400063037872
134	-6.2041883	24.95116	57.0	-84.0	26.157068	-1.0922488	9.660234	36.071224	-35.39325	675000	-8.392334e-09	223.85692	-0.026038665	-54.61702	0.15875444	0.012251417	0.0826	79.0	904.835531949997
135	-1.3314607	23.978624	50.0	-57.0	28.050562	-1.2377917	11.212894	78.419754	-62.166748	680000	2.670288e-09	240.61873	-0.024247883	-92.49461	0.16346397	0.008668625	0.0868	79.0	913.1752183437347
136	-2.4574468	21.167349	52.0	-45.0	26.595745	-0.31253526	9.160821	37.154995	-36.675026	685000	-1.4305115e-09	172.81505	-0.026609587	-51.464676	0.17031072	0.013253032	0.1024	79.0	921.2345588207245
137	-5.131579	24.227617	65.0	-91.0	26.242105	-0.38873115	9.330237	44.923454	-40.373535	690000	-5.531311e-09	203.0875	-0.025185803	-54.06299	0.16375981	0.008227569	0.0866	79.0	929.6747601032257
138	2.0055866	24.015009	61.0	-77.0	27.832403	-1.1859897	9.967986	29.02499	-34.474876	695000	-1.6593933e-08	206.9241	-0.023544662	-65.34665	0.1546166	0.012980881	0.0864	79.0	938.0465173721313
139	-2.8297873	25.936558	78.0	-74.0	26.43617	1.0903186	9.9132	39.32651	-40.556866	700000	1.525879e-08	219.9945	-0.023746978	-62.147614	0.16233201	0.009156218	0.079	79.0	946.1738564968109
140	-2.4347825	25.523989	52.0	-75.0	27.076086	-0.29821938	10.277257	46.27881	-28.953821	705000	-9.727478e-09	211.7213	-0.02529518	-51.586166	0.1741103	0.012215995	0.0944	79.0	954.5623240470886
141	-3.5235603	25.181606	88.0	-99.0	26.052357	-1.0354254	10.262216	32.038784	-38.22066	710000	-1.9073487e-09	206.34386	-0.022642339	-41.166138	0.14413469	0.011186064	0.0814	79.0	962.6961152553558
142	-2.3597884	24.663399	61.0	-79.0	26.455027	-1.2469912	8.982618	24.758026	-31.795742	715000	-8.5830687e-10	193.54155	-0.027701749	-44.40033	0.17948014	0.0107470825	0.0888	79.0	970.6556105613708
143	-3.1373627	25.21115	49.0	-72.0	27.401098	-0.45323598	9.401457	37.579662	-34.19799	720000	-2.2888185e-09	220.37563	-0.022929361	-60.246216	0.15519398	0.010040738	0.0832	79.0	978.6227388381958
144	-4.593583	24.558249	53.0	-91.0	26.695187	-1.5109286	10.145867	35.369644	-58.352276	725000	4.577637e-09	217.5084	-0.024436591	-69.73804	0.14570713	0.01001743	0.0868	79.0	986.8931906223297
145	2.2380953	22.691662	57.0	-60.0	26.455027	-1.2367752	10.535756	31.463083	-58.33187	730000	-8.201599e-09	203.70775	-0.025176601	-71.81717	0.15716347	0.014201692	0.0932	79.0	994.7922568321228
146	-3.5163043	26.678028	68.0	-85.0	27.086956	0.48058426	9.359829	32.404533	-49.802147	735000	7.629395e-09	247.00995	-0.024757389	-82.550095	0.15409449	0.008227023	0.0846	79.0	1002.9182682037354
147	-3.3770492	24.815493	57.0	-85.0	27.174864	-2.255295	11.827553	35.06756	-54.499157	740000	-1.335144e-09	245.58812	-0.025476754	-92.48874	0.15002662	0.015302338	0.0898	70.0	1011.3104634284973
148	-0.5652174	23.493202	57.0	-66.0	27.10326	-2.8236058	10.05962	24.690134	-47.863712	745000	1.7642975e-08	226.09344	-0.02479669	-75.30376	0.1460785	0.014982248	0.0872	79.0	1019.4404027462006
149	-1.6868132	24.405363	61.0	-54.0	27.456043	0.060331505	9.108622	30.557941	-36.682583	750000	-2.4223327e-08	220.69795	-0.025562476	-61.195145	0.16919068	0.012035674	0.0906	79.0	1027.7603697776794
150	-2.255319	25.928682	69.0	-66.0	26.579786	-0.41093844	9.811347	34.332317	-35.926964	755000	-8.201599e-09	229.17747	-0.026955638	-60.82245	0.17594184	0.01089265	0.0906	79.0	1035.8471038341522
151	-3.298969	24.900696	51.0	-87.0	25.747423	-0.5682104	10.701615	35.92018	-37.124687	760000	-8.392334e-09	206.31432	-0.026783587	-42.676315	0.18346022	0.014874511	0.0972	79.0	1044.066012620926
152	-3.3532608	25.267487	60.0	-88.0	27.076086	-1.432627	9.504001	25.405472	-45.092735	765000	1.2207031e-08	206.346	-0.022825988	-40.661392	0.14825751	0.009885387	0.0786	79.0	1052.6312401294708
153	-1.2227979	25.327433	62.0	-72.0	25.844559	-0.28557223	9.082935	28.198137	-41.262676	770000	6.866455e-09	206.60422	-0.025752839	-32.483673	0.15680407	0.008867092	0.092	79.0	1061.3872380256653
154	-3.0718231	29.187721	55.0	-155.0	27.552486	-0.7382662	9.3743725	27.675539	-41.829247	775000	-9.536744e-10	295.0661	-0.02492419	-79.72011	0.13788098	0.008846652	0.0878	79.0	1069.780841588974
155	-3.2192514	25.999386	45.0	-88.0	26.508022	-0.95979905	11.841339	32.623318	-59.95272	780000	1.0490417e-08	236.60844	-0.027198883	-66.13495	0.15611035	0.012170179	0.098	79.0	1078.125946521759
156	-2.1546962	25.445389	85.0	-81.0	27.596685	-1.0150563	9.967131	32.102146	-47.96334	785000	-8.487701e-09	228.43034	-0.023871347	-65.332245	0.14197828	0.014810242	0.085	65.0	1086.4730050563812
157	-2.7631578	24.415304	48.0	-91.0	26.194736	-0.58970475	8.643571	32.047543	-31.522787	790000	-1.2588501e-08	203.20575	-0.025507025	-49.65268	0.16334638	0.012212995	0.086	79.0	1094.9384968280792
158	-0.24598931	27.041134	71.0	-132.0	26.663101	-0.44821444	8.984586	25.073898	-36.692627	795000	8.5830685e-09	221.4217	-0.023764478	-48.601303	0.15103406	0.011212742	0.0836	79.0	1103.6953294277191
159	-1.1361257	24.49794	53.0	-87.0	26.151833	0.10003188	9.017378	29.037708	-30.171457	800000	-9.441376e-09	209.2386	-0.024646439	-51.16478	0.1611825	0.013076223	0.1044	79.0	1112.83261179924
160	-3.18617	26.925282	133.0	-75.0	26.537233	-1.2568533	8.764862	30.067518	-43.75213	805000	1.0967255e-08	248.856	-0.02585205	-75.71037	0.14930761	0.015154077	0.0914	70.0	1121.7251465320587
161	-2.7421052	25.799467	80.0	-67.0	26.21579	-0.68224245	11.251729	49.491505	-73.46296	810000	-7.820129e-09	250.3389	-0.027170446	-85.612946	0.16657993	0.012640107	0.0964	79.0	1130.291804075241
162	-5.1923075	26.012705	78.0	-116.0	27.368132	-1.8153942	9.837961	31.609299	-46.023804	815000	-1.2207031e-08	251.59038	-0.023948599	-93.914734	0.15274253	0.015093593	0.0884	76.0	1138.7967653274536
163	-4.5925927	26.109419	98.0	-82.0	26.439154	-2.439999	10.089588	41.339844	-60.46578	820000	-5.722046e-09	230.83005	-0.025054544	-62.00415	0.14585008	0.012718101	0.0944	79.0	1147.8283205032349
164	-4.6613755	24.207472	54.0	-115.0	26.328043	-2.296974	9.731599	39.726326	-62.52144	825000	4.005432e-09	211.8582	-0.025887026	-60.351715	0.15207884	0.015124228	0.0898	69.0	1155.917895078659
165	-2.1704545	26.405373	50.0	-118.0	28.392046	-1.0942372	9.572753	29.498814	-36.839344	830000	7.534027e-09	247.90884	-0.023979926	-70.63005	0.16791436	0.010805498	0.1026	79.0	1164.6020481586456
166	-5.180328	25.069853	69.0	-60.0	27.076502	-1.2729057	10.4093685	29.73004	-41.39321	835000	3.2424927e-09	225.76483	-0.027615951	-65.1953	0.15434499	0.0112417415	0.0968	79.0	1173.278401374817
167	-0.93048126	25.22202	66.0	-64.0	26.68984	-1.6380961	10.38584	28.46211	-57.10186	840000	-8.392334e-09	222.0335	-0.02760073	-58.72769	0.15323396	0.01253618	0.0976	79.0	1182.2365517616272
168	0.33695653	23.753387	66.0	-76.0	26.972826	0.6247015	8.772375	35.467743	-33.466698	845000	-4.577637e-09	194.31535	-0.024506804	-48.291763	0.16142568	0.0103327725	0.0834	79.0	1191.0404493808746
169	-2.05	26.20947	80.0	-66.0	27.716667	-0.20913543	10.413172	43.999607	-53.321175	850000	4.9591065e-09	284.55524	-0.02371836	-107.82565	0.15203857	0.010758902	0.084	79.0	1200.0781650543213
170	-3.748691	26.246908	58.0	-73.0	26.172775	-0.75189215	9.838641	37.431736	-38.171555	855000	-1.0204316e-08	244.57295	-0.025664207	-58.37175	0.16136193	0.0104749845	0.0868	79.0	1208.7337746620178
171	0.6216216	24.26047	55.0	-71.0	26.935135	-0.30447584	9.846836	31.483915	-30.611294	860000	-1.1062622e-08	207.81334	-0.024721341	-48.7296	0.14569496	0.015308702	0.092	76.0	1217.7168281078339
172	-2.2555556	24.55473	59.0	-64.0	27.722221	1.332239	9.346483	34.995205	-35.309296	865000	1.0299683e-08	197.95178	-0.026306823	-53.6205	0.163639	0.012831229	0.091	79.0	1226.5326135158539
173	-4.8393784	21.076473	49.0	-76.0	25.891191	-1.2597657	8.977959	28.826033	-31.405518	870000	-3.8146974e-09	192.91225	-0.024422778	-60.192017	0.14603989	0.010989954	0.0818	79.0	1235.323379278183
174	-3.6032608	25.91374	61.0	-94.0	27.10326	-2.4221153	9.357331	28.268904	-49.367897	875000	7.4386595e-09	247.18105	-0.025424361	-72.77991	0.15283665	0.010499978	0.09	79.0	1244.3353922367096
175	-5.6555557	26.818594	65.0	-113.0	27.7	-1.8554361	9.425226	24.692812	-38.10503	880000	-7.6293943e-10	240.56955	-0.02547976	-66.70123	0.14990188	0.011436885	0.0936	79.0	1253.359922170639
176	-1.6935484	23.717823	61.0	-63.0	26.870968	-2.0137112	9.393191	27.190838	-47.40802	885000	-1.5258789e-09	204.71838	-0.022114009	-58.53064	0.15109825	0.014910884	0.0818	43.0	1261.7774233818054
177	-3.1450777	24.183874	95.0	-98.0	25.891191	-0.9221916	9.744801	30.703619	-45.1638	890000	1.077652e-08	201.00917	-0.029808166	-46.292618	0.18540789	0.0131367585	0.11	79.0	1270.0291738510132
178	0.43085107	23.839678	63.0	-54.0	26.526596	-1.2471398	9.513272	33.09291	-33.926617	895000	2.0980835e-08	184.08495	-0.026137542	-44.557465	0.16775264	0.011201461	0.094	79.0	1279.2281172275543
179	-3.2459893	25.64887	51.0	-86.0	26.727272	0.26815903	9.727595	30.889748	-44.40514	900000	8.487701e-09	207.9717	-0.024543041	-48.90364	0.16622266	0.012203877	0.096	79.0	1288.0399825572968
180	-4.2802196	26.43099	48.0	-77.0	27.412088	-0.6024661	9.37164	35.71864	-31.235407	905000	-1.1444092e-09	256.51202	-0.025395775	-69.836044	0.16680402	0.014840549	0.0974	73.0	1296.852328300476
181	-2.569149	23.333168	55.0	-65.0	26.547873	-2.2660334	8.970671	27.153618	-53.72183	910000	-1.1444092e-09	194.60127	-0.025729591	-43.413177	0.14555573	0.01404554	0.0954	79.0	1305.9585716724396
182	-3.8817205	26.316252	77.0	-70.0	26.795698	-1.3233782	8.906722	28.4479	-42.978012	915000	-1.449585e-08	239.8283	-0.026581662	-59.422974	0.16078846	0.010442335	0.0914	79.0	1315.2498080730438
183	-3.2552083	23.018843	50.0	-76.0	25.927084	-1.9974141	10.372201	31.060163	-40.084362	920000	3.376007e-08	206.02934	-0.026165444	-54.890015	0.15392311	0.013064619	0.0898	79.0	1324.6411197185516
184	-6.0320854	26.90385	91.0	-84.0	26.679144	-1.5825604	9.376208	27.037529	-51.600216	925000	-7.534027e-09	228.11285	-0.026500355	-70.87341	0.16530019	0.0085571855	0.1004	79.0	1333.4086637496948
185	-2.9166667	22.847853	58.0	-58.0	26.005209	-2.1789997	10.733274	30.451857	-40.48134	930000	2.4223327e-08	175.43866	-0.023491135	-41.764404	0.14643262	0.011022162	0.0818	79.0	1342.7191619873047
186	-3.6054053	25.692379	45.0	-86.0	27.005405	-0.528645	10.441137	34.566174	-34.554546	935000	4.7683715e-09	213.96342	-0.027387295	-54.82988	0.16470945	0.010358223	0.0912	79.0	1351.9629454612732
187	-5.087912	23.488901	43.0	-66.0	27.362637	-1.4257251	10.366218	33.435524	-42.540432	940000	4.386902e-09	233.4634	-0.025471117	-77.14691	0.14563046	0.008859817	0.0844	79.0	1361.1606392860413
188	-4.8579235	26.692984	53.0	-102.0	27.300547	-2.653861	9.7165	27.68638	-62.415215	945000	1.1825562e-08	245.64748	-0.023315052	-72.74515	0.14295794	0.015055722	0.0878	63.0	1369.977544784546
189	-4.0054646	24.191065	66.0	-78.0	27.284153	-1.8585016	9.648232	32.31317	-33.187527	950000	1.0681152e-08	192.33084	-0.024927773	-47.500687	0.13556115	0.015275721	0.0848	67.0	1378.9222795963287
190	-3.1630435	25.3196	53.0	-78.0	27.173914	-0.90419793	9.530518	27.903334	-37.072887	955000	4.577637e-09	241.13495	-0.0247471	-71.391235	0.14455071	0.015011312	0.0912	75.0	1387.9938383102417
191	-3.8064516	25.413889	53.0	-103.0	26.688171	-1.0082625	9.43622	29.135332	-37.573483	960000	1.3351441e-08	205.6768	-0.026851246	-35.6586	0.14142641	0.014213672	0.0932	79.0	1397.0908420085907
192	-2.2827225	25.33986	65.0	-66.0	26.09424	-1.316477	9.51007	40.48448	-71.03125	965000	8.773804e-09	205.41609	-0.023088194	-39.903046	0.14567287	0.010897725	0.084	79.0	1406.2834718227386
193	-0.9731183	25.108244	90.0	-62.0	26.77957	-0.24437238	9.516443	33.526558	-25.971928	970000	1.9073486e-10	227.94423	-0.021820622	-63.985397	0.13524152	0.008361136	0.0774	79.0	1414.627251625061
194	-2.8108108	22.892035	54.0	-76.0	26.92973	-1.0388049	9.993107	32.42478	-40.417526	975000	-8.010864e-09	202.5625	-0.022763712	-57.677155	0.13408403	0.012861441	0.0814	79.0	1423.7856304645538
195	1.3089005	23.778515	57.0	-64.0	26.120419	-0.23716494	9.615783	41.01941	-38.555313	980000	1.411438e-08	206.56206	-0.025050333	-52.85646	0.14590514	0.011914812	0.0982	79.0	1433.3784832954407
196	-2.7419355	25.882448	56.0	-120.0	26.795698	0.54585016	9.761653	32.602577	-39.19689	985000	1.9073487e-09	233.78183	-0.024721464	-54.995483	0.13879026	0.015099783	0.094	79.0	1442.454756975174
197	-2.0662982	24.090208	48.0	-70.0	27.569061	-1.5842996	9.829507	29.636642	-39.783905	990000	-1.0490417e-08	201.7897	-0.024169309	-45.97177	0.14816089	0.013875794	0.0906	79.0	1451.9593331813812
198	-0.7552083	23.151394	61.0	-65.0	25.963541	-0.09699521	9.453948	30.55921	-36.70917	995000	-1.9073487e-09	171.82437	-0.024227794	-37.450165	0.14244829	0.012890495	0.0852	79.0	1460.4555974006653
199	-0.13903743	26.74842	69.0	-92.0	26.614973	-0.07338462	9.573039	26.44146	-31.563738	1000000	1.7166137e-09	257.58728	-0.024183797	-53.21515	0.14148822	0.008137265	0.087	79.0	1469.932427406311
200	-2.244681	26.75646	53.0	-98.0	26.531916	-0.82859373	9.951427	24.972551	-30.131737	1005000	2.4318695e-08	209.08893	-0.023985287	-41.278595	0.13402762	0.01420495	0.0824	79.0	1479.2767326831818
201	-4.2541437	28.359793	53.0	-89.0	27.585636	-0.45421278	11.089708	31.383396	-51.234165	1010000	4.9591065e-09	264.4065	-0.025565522	-69.967514	0.12617622	0.013460284	0.0908	79.0	1488.5780379772186
202	-1.515464	23.483978	54.0	-90.0	25.597939	-1.4081535	9.188351	32.427265	-32.66474	1015000	1.7166137e-09	193.77647	-0.023466336	-48.330505	0.12588896	0.012228327	0.0764	79.0	1498.1794509887695
203	-0.14835165	23.02662	53.0	-89.0	27.368132	0.3956611	8.885911	29.52019	-39.48508	1020000	-3.0517577e-09	191.90396	-0.025419442	-54.081635	0.1515407	0.012629756	0.0868	79.0	1507.4771757125854
204	-2.3655913	23.136707	54.0	-66.0	26.806452	0.73544645	9.250925	30.356102	-45.88696	1025000	-9.918213e-09	213.65665	-0.024290126	-65.24402	0.12898357	0.013214014	0.093	79.0	1517.1321878433228
205	-3.31383	24.553076	57.0	-85.0	26.49468	-1.5558316	8.812795	28.276306	-43.020912	1030000	1.01089475e-08	217.00095	-0.02265757	-57.81949	0.11324979	0.010200157	0.08	79.0	1526.7442452907562
206	-1.2185793	25.001778	53.0	-84.0	27.245901	-0.8511825	10.049953	29.100307	-39.395103	1035000	-1.8119812e-09	192.37656	-0.023315573	-40.77336	0.12640733	0.014178813	0.0834	79.0	1536.3582711219788
207	0.5591398	24.342741	55.0	-54.0	26.806452	0.25702462	8.5150585	26.876534	-35.168198	1040000	6.4849854e-09	200.36298	-0.024210947	-39.76207	0.13355418	0.010012326	0.0852	79.0	1545.8078610897064
208	-4.0416665	26.08796	59.0	-84.0	26.015625	-0.026779523	8.890606	26.620296	-36.66439	1045000	-2.861023e-09	221.5077	-0.026629882	-48.383408	0.12772474	0.011881186	0.0902	79.0	1555.4314658641815
209	-2.0594594	24.375483	49.0	-83.0	26.978378	-0.60184973	9.528753	27.315145	-35.82739	1050000	4.7683715e-09	201.31573	-0.023201812	-42.31546	0.12723827	0.011584543	0.084	79.0	1565.3399953842163
210	0.6756757	26.710716	108.0	-60.0	26.902702	-0.076952524	8.801436	26.775383	-38.96109	1055000	8.392334e-09	262.2868	-0.02208537	-63.33043	0.12549067	0.008371468	0.0728	79.0	1575.2309169769287
211	-2.5730338	24.597153	82.0	-83.0	28.067415	0.17351401	9.0234995	25.18305	-36.667522	1060000	0.0	218.05646	-0.025690395	-58.77455	0.11796709	0.008923634	0.0804	79.0	1585.284205198288
212	-2.1263735	24.705528	60.0	-91.0	27.45055	0.45516548	9.863076	30.568968	-47.128498	1065000	1.9073487e-09	226.64297	-0.024377398	-56.20511	0.12517847	0.011818546	0.0854	79.0	1594.8739733695984
213	-3.9615386	25.602919	54.0	-60.0	27.461538	-1.251796	9.463596	26.556679	-41.888523	1070000	8.010864e-09	233.31807	-0.024964118	-52.82724	0.13768831	0.0072206208	0.095	79.0	1604.7137470245361
214	-2.9944134	26.44072	61.0	-115.0	27.849161	-0.9915785	9.602945	28.64423	-42.889626	1075000	-1.18732455e-08	242.37762	-0.023589693	-73.98538	0.11427437	0.015104064	0.0822	78.0	1614.8591327667236
215	-1.8071066	23.730152	53.0	-71.0	25.324873	-0.7204866	9.197017	25.022926	-46.418587	1080000	8.5830685e-09	220.01685	-0.0213404	-70.519135	0.11584867	0.011054999	0.0712	79.0	1624.703021287918
216	-2.7637362	24.097883	85.0	-99.0	27.406593	0.08144411	9.442089	33.24798	-54.18025	1085000	-5.6743623e-09	202.48128	-0.025769688	-46.38855	0.1192652	0.012133387	0.0862	79.0	1634.3172788619995
217	-6.3010755	27.536793	63.0	-112.0	26.844086	-1.3987702	9.002408	25.899958	-34.531784	1090000	-1.2397766e-09	262.81873	-0.02264565	-67.803665	0.10924646	0.008501688	0.0774	79.0	1644.0734417438507
218	-4.2896175	26.484726	69.0	-71.0	27.240437	-2.8813262	10.481221	28.690594	-37.88091	1095000	7.247925e-09	206.75035	-0.021566141	-48.212875	0.115969546	0.010744168	0.082	79.0	1653.523244380951
219	-2.5628414	23.930117	60.0	-68.0	27.147541	-2.265525	10.711151	33.648815	-42.51808	1100000	-1.7166137e-09	225.5703	-0.021828327	-48.405365	0.10260349	0.015206636	0.0756	63.0	1662.9540655612946
220	-2.1587303	23.760405	55.0	-75.0	26.391535	-1.2116745	8.0830965	29.361715	-30.210127	1105000	-9.536743e-09	193.60216	-0.023828732	-39.806427	0.10781775	0.011044975	0.0854	79.0	1672.2853202819824
221	1.3048128	25.432055	64.0	-66.0	26.673798	-0.10654495	10.351736	30.137257	-59.916996	1110000	4.673004e-09	213.87135	-0.022537418	-57.214783	0.11865246	0.013729109	0.08	79.0	1681.8795249462128
222	-5.878307	27.423796	71.0	-158.0	26.343916	-0.60609144	10.862829	42.184692	-67.23872	1115000	1.373291e-08	287.36032	-0.022532813	-114.06271	0.10699885	0.010596297	0.0772	79.0	1691.3333885669708
223	1.8626374	24.074242	63.0	-89.0	27.384615	-1.8323859	9.743442	37.878986	-42.002	1120000	-9.536744e-10	219.33005	-0.025024535	-63.4227	0.123908326	0.008742531	0.0818	79.0	1700.5906119346619
224	-2.4652407	23.567009	67.0	-74.0	26.620321	1.1340381	9.828565	44.81416	-37.517223	1125000	6.6757204e-09	186.9315	-0.025181886	-40.46617	0.10266587	0.012977741	0.0776	79.0	1709.98885679245
225	-4.3631577	24.284708	66.0	-71.0	26.189474	-0.9639123	8.997594	27.99626	-41.31618	1130000	8.106232e-09	184.86374	-0.023755606	-34.3004	0.11413752	0.013236314	0.0788	79.0	1719.6915645599365
226	1.3225807	26.440302	117.0	-70.0	26.77957	-0.36481386	9.610306	30.551834	-29.70839	1135000	3.2424927e-09	220.2906	-0.021516783	-35.72664	0.11579849	0.011032571	0.0816	79.0	1729.7383365631104
227	-2.4973822	24.799063	61.0	-73.0	26.104712	0.014194171	9.550272	22.910595	-54.473732	1140000	-4.9591065e-09	221.7796	-0.022631675	-44.392822	0.11095082	0.01567262	0.0786	65.0	1739.8543629646301
228	-2.9513514	26.78004	79.0	-89.0	26.951351	-1.5619346	9.129086	33.14029	-28.96272	1145000	-2.670288e-09	240.95668	-0.024698015	-53.178772	0.11662312	0.014165262	0.082	79.0	1750.3255672454834
229	-3.2020726	24.7714	62.0	-87.0	25.839378	-1.712375	9.526625	35.714455	-31.73979	1150000	-7.6293943e-10	191.38048	-0.024377033	-38.868393	0.113729104	0.008339327	0.0842	79.0	1760.295313835144
230	-0.4171123	25.306408	77.0	-79.0	26.524065	-0.482377	10.0408125	34.16955	-39.19334	1155000	-1.45435335e-08	217.42575	-0.023586158	-47.230347	0.106044814	0.010301318	0.0734	79.0	1770.6761646270752
231	-4.4444447	24.682476	52.0	-84.0	27.744444	-1.7617551	10.111224	25.719757	-39.000828	1160000	-1.7356873e-08	228.82504	-0.024594482	-59.25627	0.11516078	0.015008523	0.088	69.0	1780.3981351852417
232	-1.0053191	23.75081	68.0	-61.0	26.569149	-1.4254928	9.843419	32.10714	-47.802586	1165000	3.8146974e-09	198.33557	-0.022359312	-48.241318	0.120865494	0.0076171053	0.08	79.0	1790.9813034534454
233	-4.994565	24.691685	61.0	-69.0	27.01087	-1.2719395	8.827931	43.919514	-40.261776	1170000	-3.6239625e-09	203.27113	-0.025356246	-41.538803	0.11590383	0.012276224	0.088	79.0	1801.332620382309
234	-0.7720207	23.863382	48.0	-63.0	25.896374	-1.7102118	9.355652	22.752346	-45.09201	1175000	1.1444092e-08	198.27719	-0.02252756	-54.92627	0.12147466	0.0066843308	0.0814	79.0	1811.7076230049133
235	-4.39011	25.4864	57.0	-78.0	27.472527	0.22120625	9.834004	25.928373	-54.424694	1180000	2.2888185e-09	211.13002	-0.022244522	-48.904053	0.10756621	0.0120120235	0.075	79.0	1821.9006261825562
236	-2.2105262	24.209349	49.0	-89.0	26.31579	-1.2593683	9.327908	22.556412	-41.481087	1185000	-1.1444092e-09	210.82397	-0.024147343	-48.08319	0.115376845	0.015033188	0.0872	67.0	1831.8261089324951
237	-0.6378378	23.59005	62.0	-102.0	27.01081	-0.5555273	8.859877	25.066776	-33.823597	1190000	8.678437e-09	197.79778	-0.022568742	-36.837326	0.11281591	0.010404529	0.0782	79.0	1841.9124872684479
238	0.37016574	27.214943	86.0	-109.0	27.61326	1.0926512	9.020177	22.640347	-59.30667	1195000	-8.678437e-09	235.62602	-0.024036022	-55.785202	0.12823452	0.0076490655	0.0844	79.0	1851.8308727741241
239	-2.091892	24.501234	64.0	-66.0	26.956757	-0.28306907	9.74337	31.450138	-36.484318	1200000	6.4849854e-09	222.1142	-0.022407727	-52.595917	0.11519854	0.013341822	0.082	79.0	1862.0457880496979
240	-1.3695652	27.958712	79.0	-98.0	27.13587	1.1605567	10.103858	84.027916	-41.567352	1205000	8.392334e-09	292.86874	-0.020848136	-102.644165	0.11634272	0.007660656	0.0746	79.0	1872.1383213996887
241	-1.037037	24.108084	64.0	-108.0	26.343916	0.4484263	9.616263	30.541006	-35.220478	1210000	1.9073487e-09	200.17827	-0.021398867	-51.92357	0.118948646	0.01558143	0.077	60.0	1882.0487568378448
242	-2.2055554	24.752035	48.0	-81.0	27.683332	0.44294	9.36479	30.494154	-40.006706	1215000	-1.1444092e-08	188.584	-0.02339767	-40.586853	0.12271497	0.0117733935	0.0868	79.0	1891.8798830509186
243	-2.1925135	25.218306	78.0	-70.0	26.727272	-0.96371454	9.41645	25.055357	-33.541004	1220000	-2.0408631e-08	229.01143	-0.021923985	-64.62402	0.123870604	0.015434571	0.0782	57.0	1902.0031452178955
