Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
244	-5.5597825	26.183855	64.0	-77.0	27.10326	-1.8874775	9.131495	41.068546	-47.325294	1225000	1.2683868e-08	234.77985	-0.022212274	-54.77115	0.13862327	0.0147403255	0.0746	51.0	1912.4028189182281
245	-0.35519126	23.381828	59.0	-66.0	27.076502	-0.8527388	9.93935	39.060455	-57.030876	1230000	5.912781e-09	191.288	-0.026002498	-41.121063	0.13765134	0.014152283	0.0984	79.0	1922.88605594635
246	-3.423913	25.718473	54.0	-73.0	26.98913	0.42575794	9.379714	35.672886	-34.669895	1235000	5.722046e-09	244.13126	-0.024530334	-72.062225	0.14473921	0.012785127	0.0882	79.0	1933.7058792114258
247	2.4804468	25.135908	73.0	-60.0	27.837988	0.28341982	10.314439	85.78623	-46.36641	1240000	5.531311e-09	251.72278	-0.021385323	-77.77438	0.13124406	0.016379526	0.0806	50.0	1943.9158947467804
248	-6.027174	25.688652	72.0	-74.0	27.038044	0.7432508	9.496139	41.799675	-30.016258	1245000	9.346008e-09	206.72742	-0.020220304	-54.5477	0.12333983	0.015154748	0.0834	60.0	1954.189717054367
249	-2.204301	23.059792	60.0	-57.0	26.77957	-2.0981793	10.126947	27.147057	-50.577267	1250000	1.6021728e-08	190.10175	-0.025761442	-39.051804	0.13754778	0.011572032	0.0904	79.0	1965.2057750225067
250	-3.9425287	25.68369	40.0	-101.0	28.591953	-0.60494286	8.50839	28.071566	-36.2407	1255000	-1.01089475e-08	238.2646	-0.02427924	-63.351288	0.12695748	0.011171876	0.0892	79.0	1976.0619494915009
251	0.7704918	24.173367	48.0	-74.0	27.191257	-0.21667588	9.404079	47.84417	-42.100826	1260000	8.106232e-10	214.9398	-0.023931997	-55.128006	0.12739992	0.010678614	0.0832	79.0	1986.5068485736847
252	-0.26775956	26.434359	64.0	-74.0	27.25683	1.4276499	9.727678	47.778717	-44.625572	1265000	1.9073487e-09	226.58217	-0.022545006	-59.678192	0.12820652	0.012354697	0.081	79.0	1996.667432308197
253	-1.0268817	23.053802	59.0	-79.0	26.865591	-0.47023687	10.178243	31.011177	-60.324898	1270000	-2.3841857e-09	206.75435	-0.024407085	-57.576065	0.12956692	0.011114362	0.0796	79.0	2006.9636747837067
254	-3.4216216	27.202852	80.0	-66.0	26.972973	-0.17155954	8.578759	27.216202	-30.430365	1275000	3.8146972e-10	230.70058	-0.025314758	-48.488922	0.12775639	0.008573019	0.0858	79.0	2018.0393981933594
255	-1.5130891	25.427622	54.0	-64.0	26.146597	-1.061765	10.066876	29.403944	-41.561516	1280000	-1.4305114e-08	205.84062	-0.022269534	-54.175735	0.12420092	0.008391808	0.0834	79.0	2028.488282442093
256	-4.4505496	25.592651	47.0	-93.0	27.434067	0.18991356	10.68263	35.940044	-49.271652	1285000	3.4332275e-09	223.033	-0.022680402	-60.496063	0.13032036	0.012297449	0.0814	79.0	2039.1762535572052
257	-4.1702127	24.631384	58.0	-65.0	26.585106	-2.3459375	9.539614	32.62958	-43.67183	1290000	-1.7929077e-08	191.04692	-0.02350172	-39.606064	0.12146407	0.010785959	0.0812	79.0	2049.9119243621826
258	-2.3172042	26.04837	77.0	-77.0	26.77957	-1.9328641	10.591033	25.578545	-62.064217	1295000	-2.4795532e-09	225.32643	-0.023401363	-57.4915	0.13349724	0.014599427	0.0882	78.0	2061.7612307071686
259	-0.56149733	24.536127	50.0	-138.0	26.663101	0.9212914	9.365662	26.035799	-38.09222	1300000	-8.773804e-09	212.18895	-0.023471924	-51.12877	0.12087256	0.015312378	0.0882	76.0	2073.1118483543396
260	-1.8044692	26.859468	81.0	-99.0	27.826817	-0.75157964	9.469838	23.372915	-57.43336	1305000	5.722046e-09	244.44095	-0.024341293	-59.32892	0.1041677	0.01480493	0.0808	79.0	2083.849500656128
261	-4.2864866	25.503769	73.0	-67.0	26.972973	-1.048289	9.779818	39.209034	-46.061653	1310000	5.722046e-10	227.70285	-0.024547648	-65.06239	0.099735826	0.009354162	0.0742	79.0	2094.791628599167
262	-2.4623656	23.49997	63.0	-64.0	26.838709	-0.87506306	9.88069	35.378933	-44.8541	1315000	-4.673004e-09	200.48663	-0.024470607	-47.76706	0.11532212	0.01164897	0.078	79.0	2105.4630222320557
263	-1.5721925	23.131083	58.0	-79.0	26.695187	-1.1321576	9.60885	33.613033	-54.843746	1320000	7.05719e-09	179.07742	-0.02201937	-43.26683	0.104247116	0.013721089	0.0756	79.0	2116.7286925315857
264	-0.93782383	23.583525	71.0	-64.0	25.880829	0.12413529	9.32934	56.046574	-47.071358	1325000	-5.6266787e-09	199.88792	-0.023309128	-50.32469	0.11793053	0.008491712	0.0824	79.0	2127.5186882019043
265	-3.2722514	25.285164	59.0	-68.0	26.099476	-0.43310577	10.021723	34.94438	-38.857746	1330000	3.3378602e-09	206.48286	-0.022375077	-49.33029	0.112082444	0.013324579	0.072	79.0	2138.198256254196
266	0.16304348	25.66476	63.0	-71.0	27.054348	-1.0989356	9.912047	36.43829	-51.108353	1335000	3.671646e-09	222.46875	-0.022365062	-57.52977	0.109188944	0.005811795	0.0766	79.0	2148.6206905841827
267	-2.2162163	23.120058	58.0	-55.0	26.87027	-0.69139004	9.916823	31.278654	-40.277504	1340000	-1.1825562e-08	217.31885	-0.025168115	-57.14142	0.12533806	0.012279737	0.0878	79.0	2159.3315300941467
268	-5.093168	46.658638	79.0	-488.0	30.863354	-5.7105393	21.227009	65.95005	-169.22084	1345000	7.247925e-09	646.219	-0.019628154	-449.93634	0.107544	0.014598132	0.0764	79.0	2170.504210948944
269	0.033333335	25.231571	56.0	-59.0	27.655556	-0.96341056	9.2637825	30.103624	-53.55084	1350000	-4.768372e-10	212.26062	-0.023128463	-44.57492	0.12099607	0.012235653	0.0764	79.0	2181.6055228710175
270	-2.7634408	24.118614	83.0	-67.0	26.591398	-0.15989722	8.957836	28.403757	-31.859854	1355000	-1.3685226e-08	197.26755	-0.022289004	-39.72757	0.10291643	0.01531857	0.0794	72.0	2192.408223628998
271	-5.909091	25.861567	50.0	-96.0	26.625668	-1.6966457	8.619051	33.277023	-28.965698	1360000	-6.1035155e-09	222.86107	-0.023725005	-55.28717	0.11113234	0.011291225	0.0784	79.0	2202.6994280815125
272	-3.4640884	24.790953	51.0	-64.0	27.447514	-2.0576327	9.706645	29.690092	-45.085506	1365000	1.3923645e-08	223.7841	-0.023069153	-51.141647	0.110819004	0.015214158	0.0836	78.0	2213.4220039844513
273	-4.0824175	26.462057	51.0	-78.0	27.285715	-1.9680898	9.314228	31.605564	-34.553318	1370000	3.528595e-09	223.61984	-0.024830805	-44.805252	0.11516288	0.011070794	0.083	79.0	2224.6002275943756
274	-3.4921465	25.786045	51.0	-109.0	26.041885	-1.6419864	9.299634	24.416594	-46.050236	1375000	0.0	216.21997	-0.021772541	-48.797165	0.11811199	0.0151084	0.073	42.0	2234.8811326026917
275	-4.935484	24.776335	55.0	-71.0	26.731182	-2.320554	9.343097	32.505764	-46.901268	1380000	-3.4332275e-09	219.38205	-0.022757757	-38.543594	0.11005662	0.00922921	0.0806	79.0	2246.1452786922455
276	-2.032967	24.451994	46.0	-55.0	27.395605	-0.68667316	9.901225	40.78107	-43.636093	1385000	-1.335144e-09	194.21996	-0.023259602	-41.36415	0.118068	0.012269545	0.086	79.0	2257.048453092575
277	-0.12953368	22.067228	50.0	-54.0	25.797928	0.15210032	8.952807	36.36075	-31.771433	1390000	-1.373291e-08	170.33511	-0.023853242	-33.72661	0.117531106	0.011686721	0.0878	79.0	2267.616950035095
278	-3.0107527	23.76588	55.0	-71.0	26.88172	-0.49813437	8.822834	44.074493	-41.02009	1395000	6.4849854e-09	203.16321	-0.021055166	-46.55716	0.111176565	0.015055388	0.08	60.0	2278.7787170410156
279	-0.51648355	24.869488	48.0	-80.0	27.467033	-0.15071535	10.217908	46.394897	-46.671375	1400000	-2.670288e-09	241.77905	-0.016851328	-72.209854	0.115044236	0.015656505	0.0702	28.0	2289.7184052467346
280	-0.7880435	26.044146	63.0	-70.0	27.076086	-0.63163376	9.920277	28.694654	-47.81237	1405000	2.861023e-09	218.38506	-0.020182507	-47.494553	0.11071808	0.009927381	0.0742	79.0	2301.051764011383
281	-2.2580645	28.081451	176.0	-67.0	26.806452	-0.9994057	9.493376	29.330067	-43.19411	1410000	1.5258789e-09	239.68805	-0.023288984	-42.416534	0.12746939	0.007767864	0.0834	79.0	2312.386077404022
282	-0.44751382	27.425714	65.0	-76.0	27.62431	0.18639478	9.585824	40.598206	-33.517536	1415000	3.9577484e-09	230.48586	-0.021941548	-55.79767	0.12128582	0.010811742	0.0798	79.0	2323.5176672935486
283	0.37288135	25.703588	54.0	-100.0	28.141243	-0.7765974	11.440256	37.41511	-39.393555	1420000	-1.2969971e-08	235.31834	-0.017947618	-63.83899	0.11525721	0.015730768	0.0686	29.0	2334.5245563983917
284	-1.1336899	24.817371	53.0	-68.0	26.737968	0.4606902	9.524439	38.31801	-60.325558	1425000	-4.577637e-09	207.31564	-0.024293518	-55.213425	0.12842003	0.010842892	0.082	79.0	2345.9861085414886
285	-1.0441989	24.384993	66.0	-75.0	27.563536	-0.57865465	9.756357	27.160673	-45.210262	1430000	1.525879e-08	226.53603	-0.022597197	-62.8517	0.12345162	0.009401825	0.078	79.0	2356.895874977112
286	-3.854054	25.421534	92.0	-59.0	26.92973	-1.4873616	8.834332	32.703915	-55.333282	1435000	1.9073486e-10	213.1449	-0.022262257	-56.261673	0.11630865	0.007665352	0.077	79.0	2367.9409868717194
287	-1.6666666	25.143377	97.0	-88.0	27.10929	-0.7469033	9.888272	28.24865	-54.648533	1440000	4.196167e-09	220.12555	-0.020916626	-49.369263	0.10795824	0.009114698	0.0828	79.0	2379.073532819748
288	-2.1297297	23.484886	58.0	-78.0	26.967567	0.14306052	8.825589	33.183937	-42.04945	1445000	-5.722046e-10	170.6181	-0.024169492	-33.784424	0.11994546	0.014755319	0.0922	79.0	2390.438221216202
289	-1.5053191	26.768612	80.0	-84.0	26.553192	-0.028504638	9.621153	31.92723	-37.056145	1450000	1.2683868e-08	226.64655	-0.024044149	-45.610764	0.112549156	0.012592825	0.083	79.0	2402.0848848819733
290	-5.8489585	23.838718	75.0	-60.0	26.0	-1.843072	10.289047	36.783947	-54.03923	1455000	2.670288e-09	202.3127	-0.021482931	-52.37889	0.1094624	0.015170255	0.079	56.0	2413.0771276950836
291	-2.19337	23.030155	75.0	-82.0	27.497238	-2.4620862	8.857878	39.89487	-48.047535	1460000	-5.912781e-09	219.82668	-0.023298329	-64.038345	0.119691074	0.015238127	0.0818	73.0	2424.167274236679
292	-3.6021504	28.21467	52.0	-98.0	26.790323	0.17116351	9.674777	44.422863	-37.365013	1465000	-8.72612e-09	223.16225	-0.024191856	-45.604477	0.11696036	0.014449423	0.0862	79.0	2435.941488981247
293	-5.5675673	27.250332	59.0	-104.0	26.94054	-1.4293087	10.28563	31.986162	-37.09666	1470000	-4.005432e-09	274.25534	-0.025264444	-72.91965	0.12377174	0.01316343	0.0856	79.0	2447.3328297138214
294	-6.1182795	26.752892	56.0	-87.0	26.870968	-2.629777	11.750139	43.303104	-66.76996	1475000	-4.9591065e-09	255.84442	-0.021093927	-60.85576	0.09600669	0.010967988	0.0758	79.0	2458.96533036232
295	0.72192514	26.869612	70.0	-108.0	26.695187	-0.26246095	10.616774	45.468117	-44.480522	1480000	-7.820129e-09	233.57605	-0.0224296	-53.833466	0.10982527	0.009050853	0.0744	79.0	2470.010754108429
296	-3.483871	24.96131	48.0	-109.0	26.758064	0.030741503	9.574252	31.606237	-42.088627	1485000	-3.528595e-09	205.29977	-0.023903973	-48.127487	0.1081877	0.01245898	0.0894	79.0	2481.5220715999603
297	-1.1657459	25.50864	64.0	-82.0	27.530386	-1.0554949	9.779748	34.124516	-35.19754	1490000	-7.05719e-09	220.64247	-0.021618145	-48.21396	0.1031837	0.013065472	0.0722	79.0	2493.018545150757
298	1.5706521	25.937538	83.0	-78.0	27.11413	-0.466884	8.695155	29.259808	-28.149036	1495000	8.201599e-09	223.1407	-0.02310132	-41.692673	0.11210575	0.011894199	0.0862	79.0	2504.8812561035156
299	-1.7513514	26.877556	56.0	-82.0	26.891891	1.4408529	10.365541	39.137077	-62.041004	1500000	4.1007997e-09	240.64536	-0.024375696	-50.264206	0.116341785	0.013244842	0.0898	79.0	2516.468850374222
300	-0.75409836	26.069468	69.0	-71.0	27.25683	-0.5179319	9.874688	29.457859	-40.469234	1505000	-3.8146972e-10	224.3	-0.02305628	-46.014908	0.120491795	0.014950788	0.0878	76.0	2527.9643914699554
301	-4.6594596	25.301592	55.0	-76.0	27.021622	-0.5804462	8.975258	30.776644	-31.807125	1510000	-1.6593933e-08	211.3711	-0.02541454	-43.73224	0.11403633	0.011300366	0.0802	79.0	2539.799262523651
302	-8.155172	25.24988	55.0	-66.0	28.626436	-2.1275058	9.78062	32.316372	-44.226665	1515000	-7.820129e-09	209.76065	-0.021562861	-49.29315	0.10367951	0.015103165	0.0756	65.0	2551.4373438358307
303	-3.5326087	26.830973	80.0	-61.0	27.032608	-2.4145012	9.698999	34.10125	-37.335453	1520000	3.8146974e-09	234.71825	-0.02153213	-53.33313	0.099875405	0.012928611	0.0742	79.0	2563.2107927799225
304	-3.0729167	25.27072	54.0	-146.0	25.989584	-1.7797396	9.9562435	36.478363	-39.77137	1525000	-9.727478e-09	208.80995	-0.023369303	-46.963974	0.10975781	0.013391957	0.0808	79.0	2574.6161019802094
305	-2.693989	25.650963	62.0	-73.0	27.31694	-2.178525	9.626921	32.352848	-37.63504	1530000	3.8146972e-10	215.89807	-0.020983566	-50.354645	0.119895145	0.015221185	0.0808	42.0	2586.180599927902
306	-2.1204188	24.23081	64.0	-94.0	26.16754	-0.948732	9.384246	26.48573	-58.701233	1535000	-3.8146974e-09	192.54567	-0.02309883	-38.635544	0.105369315	0.01036967	0.0806	79.0	2598.0018162727356
307	-1.0222223	22.523804	56.0	-59.0	27.666666	-0.6781564	9.653402	46.594734	-40.654545	1540000	-5.340576e-09	178.36345	-0.023275124	-32.38542	0.1011077	0.014221165	0.0868	79.0	2609.5076129436493
308	-7.609626	26.621582	76.0	-86.0	26.620321	-1.4330162	8.777546	27.296335	-37.96756	1545000	1.335144e-09	223.38217	-0.021939669	-49.883118	0.10403108	0.011427848	0.0768	79.0	2621.248813867569
309	-0.72131145	25.551918	67.0	-109.0	27.284153	-2.522322	10.190778	32.983845	-58.616722	1550000	2.8610229e-08	190.27965	-0.022757504	-40.454422	0.11663874	0.01300568	0.0806	79.0	2632.8164484500885
310	-0.62032086	27.972872	118.0	-102.0	26.66845	-0.006639563	9.930914	41.79582	-37.52089	1555000	-9.918213e-09	228.35545	-0.022727244	-53.68657	0.1143058	0.0077282335	0.088	79.0	2644.1142740249634
311	-2.31383	26.624304	105.0	-66.0	26.478724	0.21892041	9.550471	35.471237	-41.39065	1560000	5.722046e-10	228.29005	-0.022946173	-47.510345	0.10657662	0.015086066	0.0846	79.0	2656.186728000641
312	-1.068783	25.076614	53.0	-72.0	26.391535	0.07504802	9.751107	44.751057	-35.65949	1565000	-1.0681152e-08	200.54976	-0.023315871	-32.259705	0.10987542	0.011578562	0.0798	79.0	2668.3676965236664
313	-1.4972067	26.790178	63.0	-113.0	27.765364	0.21551035	9.6425085	32.176273	-37.107624	1570000	-6.2942505e-09	209.78983	-0.023142902	-45.18773	0.10340792	0.014022105	0.083	79.0	2680.5209913253784
314	-0.8894737	25.051176	65.0	-61.0	26.2	-0.022698194	9.562693	29.298964	-47.135773	1575000	3.1471252e-09	213.7682	-0.02287222	-42.66661	0.11051876	0.012304006	0.0894	79.0	2692.7691667079926
315	-3.6067417	26.664633	51.0	-116.0	27.977528	-0.18012978	9.550755	36.215965	-41.528248	1580000	4.196167e-09	244.79547	-0.02015546	-66.9321	0.11462397	0.015581436	0.0752	42.0	2704.1897144317627
316	-3.9668508	27.402845	56.0	-102.0	27.60221	-1.5259484	10.970433	28.701355	-65.05496	1585000	-5.340576e-09	240.5029	-0.023470748	-61.44635	0.10856754	0.01186301	0.081	79.0	2716.2349915504456
317	-1.2967033	26.163473	68.0	-69.0	27.241758	-1.1375934	9.271874	32.020336	-40.743305	1590000	-1.1062622e-08	249.25725	-0.023409138	-47.493225	0.1140326	0.01074976	0.0822	79.0	2728.469813346863
318	-4.0526314	24.367092	52.0	-67.0	26.31579	-0.8845354	8.486826	28.60429	-28.122452	1595000	-1.4305115e-09	206.79744	-0.022420747	-37.867035	0.1082892	0.011517971	0.076	79.0	2740.641770362854
319	-1.6190476	22.717098	66.0	-51.0	26.41799	-1.7554567	8.704061	26.333496	-30.147614	1600000	7.4386595e-09	179.47067	-0.021449037	-33.09114	0.107240774	0.009418751	0.076	79.0	2752.886086463928
320	-2.1497326	25.879173	59.0	-84.0	26.631016	0.03298955	8.623059	30.871702	-28.019903	1605000	-9.250641e-09	212.9205	-0.022910325	-37.42758	0.10640921	0.009351028	0.0838	79.0	2765.0586862564087
321	-0.5699482	23.241388	99.0	-50.0	25.901554	-0.69967824	9.554148	35.389698	-32.644817	1610000	4.577637e-09	195.81834	-0.024560472	-38.695923	0.119647264	0.015190368	0.0866	74.0	2776.9155583381653
322	-3.6542554	26.532251	81.0	-99.0	26.547873	0.18284796	9.556218	33.623806	-31.013882	1615000	5.6266787e-09	230.08627	-0.01973973	-42.76935	0.108817615	0.014910261	0.0738	43.0	2788.269991874695
323	-2.2099447	26.329197	57.0	-106.0	27.618784	-1.1898918	9.44396	27.477638	-37.66927	1620000	-1.449585e-08	239.60788	-0.02334277	-52.06601	0.12118667	0.010850798	0.0842	79.0	2800.4100530147552
324	-3.28877	25.76824	72.0	-92.0	26.721926	-1.2354083	10.17113	27.077755	-46.010048	1625000	-1.5258789e-09	195.14795	-0.020127436	-33.16945	0.109874316	0.01147047	0.0696	79.0	2813.2441112995148
325	-2.1351352	26.185163	52.0	-60.0	26.978378	-0.38126415	9.913686	34.77865	-32.138596	1630000	-6.866455e-09	220.0665	-0.022559231	-46.26593	0.11398973	0.009784806	0.0724	79.0	2825.540378332138
326	1.6649215	24.067375	58.0	-79.0	26.115183	0.43282196	9.896365	42.14215	-33.49185	1635000	1.525879e-08	193.8469	-0.018946975	-47.074615	0.112129994	0.01524903	0.0712	49.0	2837.1549389362335
327	-1.7043011	24.637669	55.0	-67.0	26.876345	1.0510085	9.571683	48.45002	-37.986553	1640000	5.912781e-09	207.15425	-0.020103838	-50.41803	0.11499285	0.007871799	0.0734	79.0	2849.4419405460358
328	-2.2021859	25.557556	83.0	-78.0	27.25683	-0.8592277	10.434461	80.4851	-65.879395	1645000	-5.722046e-09	216.8076	-0.021517195	-51.88141	0.10066902	0.015157663	0.0736	72.0	2861.3411614894867
329	-0.21276596	24.48898	54.0	-64.0	26.48936	-0.3923078	9.253846	29.732838	-29.09812	1650000	-6.1273573e-09	205.932	-0.022662036	-39.45227	0.10975703	0.013519598	0.0824	79.0	2873.72736787796
330	0.09424084	25.027138	77.0	-110.0	26.026178	0.17773178	8.463306	26.515488	-29.481178	1655000	0.0	202.39874	-0.021569617	-27.288086	0.11027795	0.015179522	0.0838	69.0	2886.07430434227
331	-0.48603353	25.756565	61.0	-76.0	27.687151	0.5783548	8.809107	31.720118	-28.938328	1660000	8.678437e-09	256.87546	-0.023224793	-71.19685	0.11761652	0.014608023	0.0764	79.0	2898.3116557598114
332	-2.4285715	25.878256	48.0	-82.0	26.396826	0.34453896	9.263673	30.394543	-32.089664	1665000	-5.340576e-09	197.91333	-0.019992257	-40.877487	0.10481174	0.011635939	0.0764	79.0	2910.5254487991333
333	0.1693989	23.429903	49.0	-89.0	27.196722	0.07810027	10.598108	46.518658	-34.40534	1670000	4.005432e-09	189.60695	-0.020797597	-42.617004	0.10871082	0.0113751255	0.0702	79.0	2922.6518847942352
334	-1.4108108	24.190323	48.0	-74.0	26.98919	0.12785582	8.638749	39.355278	-30.475788	1675000	6.67572e-10	185.69237	-0.020164186	-45.06897	0.10210285	0.013528125	0.0764	79.0	2935.1501383781433
335	-8.025381	30.86082	70.0	-232.0	25.309645	0.50878865	9.276624	37.504993	-31.343111	1680000	6.4849854e-09	274.18884	-0.021606278	-71.80789	0.11161023	0.0114879925	0.0804	79.0	2947.5359873771667
336	-2.5027323	26.031271	59.0	-93.0	27.120218	-2.6611786	10.508162	39.725796	-62.095043	1685000	-1.2588501e-08	236.7178	-0.021088656	-64.206085	0.09944801	0.0117521295	0.0736	79.0	2960.3814170360565
337	-4.6483517	26.456629	44.0	-119.0	27.384615	-0.91961515	9.977407	29.32455	-38.913246	1690000	-3.2424927e-09	242.34113	-0.018298903	-64.67326	0.10187386	0.015242206	0.0618	36.0	2972.6175911426544
338	-2.6073298	24.11334	54.0	-71.0	26.172775	-0.8768045	9.254164	30.388756	-49.18424	1695000	-3.8146974e-09	188.60353	-0.021546759	-39.15497	0.11038403	0.012173056	0.0718	79.0	2985.5293068885803
339	-0.8655914	25.327917	58.0	-69.0	26.811829	-1.556302	10.118823	29.956501	-53.277065	1700000	-9.441376e-09	202.6537	-0.019531464	-39.617233	0.09622052	0.015244883	0.0694	65.0	2997.409770488739
340	-3.4162161	25.230928	62.0	-92.0	26.945946	-0.79433584	10.1379	28.263298	-68.61176	1705000	-5.531311e-09	191.98582	-0.021439558	-31.46054	0.10741088	0.014893807	0.073	68.0	3010.409282207489
341	-2.1513515	22.60014	81.0	-61.0	26.967567	-0.20996147	9.352222	33.290596	-42.175507	1710000	3.8146972e-10	196.3772	-0.019632732	-46.87767	0.09926234	0.013824676	0.069	79.0	3022.8643760681152
342	0.41935483	25.965162	80.0	-65.0	26.784946	-1.030578	8.756898	26.406982	-38.31049	1715000	-3.8146974e-09	212.23947	-0.021076381	-37.36995	0.104858615	0.014335582	0.0814	79.0	3035.323711156845
343	0.027322404	26.573627	55.0	-97.0	27.273224	1.1485457	9.049387	27.373476	-43.24542	1720000	-2.670288e-09	229.23035	-0.021526253	-49.927246	0.093264975	0.011292514	0.0738	79.0	3047.68727183342
344	-3.9621623	25.266443	66.0	-63.0	26.945946	0.04477068	10.580262	70.15475	-42.589973	1725000	-3.8146974e-09	201.01448	-0.023416601	-43.789368	0.10616442	0.010676943	0.0782	79.0	3060.623139858246
345	1.7765957	25.002832	67.0	-64.0	26.579786	-0.3500769	9.677049	32.756805	-44.05194	1730000	-1.1634826e-08	192.7936	-0.020742586	-49.899094	0.1023036	0.009612172	0.0714	79.0	3073.3969316482544
346	-0.8663102	27.435452	74.0	-153.0	26.679144	1.3431402	9.519435	34.0508	-30.88876	1735000	9.63211e-09	258.53586	-0.021738302	-80.07382	0.10971233	0.009141637	0.0778	79.0	3085.6679787635803
347	1.4395604	27.501532	76.0	-62.0	27.456043	0.23183906	10.014388	33.970303	-52.06681	1740000	-3.3378602e-09	236.9498	-0.021902423	-57.413986	0.12262378	0.014760687	0.085	72.0	3098.1861152648926
348	-5.7433157	25.213705	67.0	-65.0	26.721926	-0.09227854	9.343447	34.097954	-38.162556	1745000	4.4822692e-09	213.71754	-0.019937253	-54.010727	0.10483601	0.014795303	0.0776	56.0	3111.017997741699
349	1.3957219	24.324535	61.0	-84.0	26.695187	-0.7981378	9.774088	34.147	-32.228916	1750000	5.722046e-09	196.8209	-0.02170905	-48.969177	0.114413455	0.014097068	0.0894	79.0	3124.075253725052
350	-2.5106382	24.63402	69.0	-103.0	26.531916	0.3556611	9.1337595	28.428059	-40.161266	1755000	-4.7683715e-09	208.1293	-0.020452853	-51.676132	0.10466086	0.013698079	0.0776	79.0	3136.649811267853
351	-2.9344263	23.955015	51.0	-103.0	27.229507	-1.2522123	9.991147	31.726873	-60.498	1760000	-1.1444092e-08	235.71758	-0.019199628	-75.84389	0.10086536	0.008414385	0.0702	79.0	3149.7978959083557
352	-4.342541	27.467386	54.0	-82.0	27.61326	-1.2658058	9.770829	39.04429	-41.74461	1765000	-6.008148e-09	247.69148	-0.021062616	-61.666885	0.10542332	0.014853556	0.0786	53.0	3162.7518360614777
353	-2.8829787	23.394106	43.0	-80.0	26.579786	-1.0832711	9.975328	30.672626	-52.65577	1770000	4.4822692e-09	181.66411	-0.02226253	-36.27968	0.10515654	0.014721881	0.077	79.0	3175.131373643875
354	0.96174866	23.810123	80.0	-50.0	27.234972	-1.2852436	9.4185295	26.223997	-57.813786	1775000	1.859665e-08	200.91925	-0.021050306	-45.71527	0.10964385	0.015190982	0.0848	72.0	3187.9976568222046
355	-2.2810812	24.507404	61.0	-97.0	26.864864	-0.32672617	8.993669	30.7814	-32.035904	1780000	-1.2588501e-08	218.25516	-0.02207729	-63.625732	0.09692347	0.015121326	0.0804	75.0	3200.862726211548
356	-4.1623034	24.293146	82.0	-57.0	26.020943	-1.2157583	9.721233	27.80227	-39.392807	1785000	4.577637e-09	189.4289	-0.020342084	-47.333405	0.09095334	0.012145791	0.0722	79.0	3213.6968517303467
357	-4.6338797	26.870716	65.0	-97.0	27.191257	-1.6327857	10.230998	24.882555	-56.01077	1790000	4.196167e-09	213.84727	-0.021423573	-43.448868	0.08809424	0.011369016	0.076	79.0	3226.6389768123627
358	-0.9739583	24.887129	75.0	-58.0	26.03125	-1.552589	9.306508	27.49571	-57.12434	1795000	1.0490417e-09	213.53658	-0.017716648	-51.88823	0.100608185	0.015251236	0.0664	48.0	3239.6840586662292
359	-0.85641026	29.56158	169.0	-70.0	25.564102	-0.6611273	9.509471	48.431282	-38.50227	1800000	3.6239625e-09	329.43576	-0.016683921	-85.60332	0.100509726	0.011286081	0.0712	79.0	3253.0874452590942
360	-2.3867404	26.526846	60.0	-129.0	27.618784	0.18589406	11.494697	71.016655	-45.84973	1805000	-2.002716e-08	279.98495	-0.019242221	-94.1552	0.098552845	0.015175798	0.0708	61.0	3266.1896929740906
361	-2.6613758	24.49666	45.0	-81.0	26.222221	-0.9079032	9.24975	23.256773	-43.065895	1810000	-1.1444092e-08	195.80307	-0.02232202	-43.168015	0.106343016	0.015019864	0.0786	79.0	3279.303382396698
362	-1.7688172	27.62723	94.0	-68.0	26.860214	-2.0405743	10.299939	26.494133	-65.41654	1815000	4.9591065e-09	259.77786	-0.021869082	-74.572525	0.11455111	0.015086499	0.0768	73.0	3292.0546543598175
363	-3.548387	26.028732	59.0	-78.0	26.849463	-1.4137636	9.753944	43.163116	-46.973793	1820000	1.1634826e-08	228.87605	-0.023739293	-59.653885	0.10291277	0.014923194	0.0774	79.0	3305.0585944652557
364	-1.0109891	25.838253	95.0	-106.0	27.428572	-0.39592752	9.956665	58.39365	-46.87569	1825000	1.592636e-08	240.48268	-0.021138096	-66.72653	0.106057584	0.014890752	0.0732	78.0	3318.3455834388733
365	-5.2287235	26.904596	71.0	-92.0	26.43617	-0.32567546	9.354408	51.8312	-42.63163	1830000	1.8882751e-08	252.4944	-0.021825604	-68.9872	0.09681958	0.014049119	0.0748	79.0	3331.0590291023254
366	-2.4491978	24.149298	68.0	-115.0	26.73262	-1.9968178	10.192421	36.113594	-39.472427	1835000	9.059906e-09	197.10695	-0.021009937	-44.44049	0.10430518	0.014179886	0.0792	79.0	3343.8919866085052
367	-3.5163043	24.58724	64.0	-77.0	27.14674	-1.1224004	9.057524	33.96499	-37.74994	1840000	3.8146974e-09	193.71593	-0.019923508	-30.006424	0.092080615	0.008525029	0.072	79.0	3356.834751367569
368	1.4505495	23.887218	94.0	-68.0	27.357143	-0.7088022	9.493741	42.964294	-40.645035	1845000	-1.1444092e-09	206.3526	-0.020079447	-56.72026	0.09696247	0.011481577	0.0732	79.0	3369.347838163376
